"transcript_biotype" "entrezgene" "ensembl_gene_id" "ensembl_gene_id_version" "hgnc_symbol" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val"
"FBLN1" "protein_coding" 2192 "ENSG00000077942" "ENSG00000077942.18" "FBLN1" -1.85864152889851 4.32179329358429 -5.91773280134681 7.83773354112e-09 5.08982416160333e-06
"GGT5" "protein_coding" 2687 "ENSG00000099998" "ENSG00000099998.17" "GGT5" -1.78888130767793 3.74443660757448 -5.73346539210088 1.98876347040512e-08 1.23000285493437e-05
"QSOX1" "protein_coding" 5768 "ENSG00000116260" "ENSG00000116260.16" "QSOX1" -1.65663013007828 5.34035032563524 -5.71058404932221 2.22959447455635e-08 1.31627150161536e-05
"SYDE1" "protein_coding" 85360 "ENSG00000105137" "ENSG00000105137.12" "SYDE1" -1.1413909379474 2.60536912346868 -5.45597964275448 7.79547074049454e-08 4.40206843380622e-05
"CHD3" "protein_coding" 1107 "ENSG00000170004" "ENSG00000170004.16" "CHD3" -1.20843435374282 4.41319208467743 -5.34378411850435 1.33713268010441e-07 7.2361163538317e-05
"LY6E" "protein_coding" 4061 "ENSG00000160932" "ENSG00000160932.10" "LY6E" -1.88983239108071 5.71008489474791 -5.28912874811125 1.73438347562167e-07 9.01046903254971e-05
"EMILIN1" "protein_coding" 11117 "ENSG00000138080" "ENSG00000138080.13" "EMILIN1" -1.58804734740489 4.14328520813151 -5.20810216826187 2.54199019611075e-07 0.000126982187181101
"ISYNA1" "protein_coding" 51477 "ENSG00000105655" "ENSG00000105655.18" "ISYNA1" -1.5242312001964 3.6134262916976 -5.16181526129924 3.15672250721142e-07 0.000151850044161711
"GFPT2" "protein_coding" 9945 "ENSG00000131459" "ENSG00000131459.12" "GFPT2" -2.36980589263658 -0.356750515334727 -5.14132568728679 3.47331744774189e-07 0.000161112310754542
"FZD8" "protein_coding" 8325 "ENSG00000177283" "ENSG00000177283.7" "FZD8" -1.46905081835448 1.53327887949321 -5.10569324297024 4.09745726979847e-07 0.000183509569034974
"ZNF853" "protein_coding" 54753 "ENSG00000236609" "ENSG00000236609.3" "ZNF853" -1.4789165488413 -0.109223861484129 -5.06628662096249 4.91524264893966e-07 0.000212797238414761
"FAM184A" "protein_coding" 79632 "ENSG00000111879" "ENSG00000111879.18" "FAM184A" 1.32221050739218 2.15005804654148 5.05783143353532 5.11030651983136e-07 0.000214105358321193
"MNS1" "protein_coding" 55329 "ENSG00000138587" "ENSG00000138587.5" "MNS1" 1.71077721254436 1.02367599079886 5.03311634474085 5.72455233140497e-07 0.000223598534454392
"DCN" "protein_coding" 1634 "ENSG00000011465" "ENSG00000011465.16" "DCN" -2.27620210283772 4.49364327978386 -5.03281895369016 5.73295595432402e-07 0.000223598534454392
"AEBP1" "protein_coding" 165 "ENSG00000106624" "ENSG00000106624.10" "AEBP1" -1.76952814304017 4.99047036033482 -5.02180823912482 6.02893125933987e-07 0.000223598534454392
"CXCL12" "protein_coding" 6387 "ENSG00000107562" "ENSG00000107562.16" "CXCL12" -1.82455701177138 4.30409759032983 -5.01607935804004 6.18907648721166e-07 0.000223598534454392
"COL6A2" "protein_coding" 1292 "ENSG00000142173" "ENSG00000142173.14" "COL6A2" -1.21476513208686 6.60292864388749 -5.00837303173317 6.41096987033123e-07 0.000223598534454392
"ZIC4" "protein_coding" 84107 "ENSG00000174963" "ENSG00000174963.17" "ZIC4" 2.87886740667985 -1.23135362656367 5.00439576284095 6.53603283975633e-07 0.000223598534454392
"PDZD4" "protein_coding" 57595 "ENSG00000067840" "ENSG00000067840.12" "PDZD4" -1.64024840967131 0.231898505418416 -5.00394388000122 6.54199592644509e-07 0.000223598534454392
"PTPRS" "protein_coding" 5802 "ENSG00000105426" "ENSG00000105426.16" "PTPRS" -2.25143704382107 2.16136537066785 -4.95088050630232 8.32921358360809e-07 0.000277384169292056
"STMN3" "protein_coding" 50861 "ENSG00000197457" "ENSG00000197457.9" "STMN3" -1.59011936315959 1.50266736819313 -4.94204500083626 8.66831628819197e-07 0.000281460229877593
"FMOD" "protein_coding" 2331 "ENSG00000122176" "ENSG00000122176.10" "FMOD" -1.9974897559703 2.53601504988772 -4.90514039426366 1.02403259985537e-06 0.00032439354651028
"EFEMP2" "protein_coding" 30008 "ENSG00000172638" "ENSG00000172638.12" "EFEMP2" -1.17551565504694 3.25523621461951 -4.86757793791265 1.21218048206074e-06 0.00037485238335726
"LTBP2" "protein_coding" 4053 "ENSG00000119681" "ENSG00000119681.11" "LTBP2" -1.47121152922979 4.08758583536121 -4.83956878981502 1.3738601327841e-06 0.000414969660572089
"MRC2" "protein_coding" 9902 "ENSG00000011028" "ENSG00000011028.13" "MRC2" -1.62648007565265 3.12304198833272 -4.81327550040477 1.54449423366202e-06 0.00045590661606369
"ID3" "protein_coding" 3399 "ENSG00000117318" "ENSG00000117318.8" "ID3" -1.10867704921394 4.05214295195446 -4.80468998678238 1.60452000077455e-06 0.000463100128223551
"NXN" "protein_coding" 64359 "ENSG00000167693" "ENSG00000167693.16" "NXN" -1.62896520347983 2.59252389182924 -4.76785148511081 1.88869582783226e-06 0.000533269161127944
"COL1A2" "protein_coding" 1278 "ENSG00000164692" "ENSG00000164692.17" "COL1A2" -1.43361835744733 7.09895140817414 -4.74671100838066 2.07312874448465e-06 0.000572889279433333
"WTIP" "protein_coding" 126374 "ENSG00000142279" "ENSG00000142279.12" "WTIP" -1.21160989250612 1.17700129133011 -4.7379951671648 2.15413108009094e-06 0.000582871968087939
"CHRM3" "protein_coding" 1131 "ENSG00000133019" "ENSG00000133019.11" "CHRM3" 1.78450713199988 0.75677839174494 4.72937961550025 2.237225838201e-06 0.000593001820133768
"CTBP2" "protein_coding" 1488 "ENSG00000175029" "ENSG00000175029.16" "CTBP2" -1.28839386687105 2.44981773058283 -4.71643483236307 2.36785877384587e-06 0.000615074995094204
"NAP1L2" "protein_coding" 4674 "ENSG00000186462" "ENSG00000186462.8" "NAP1L2" 2.00130975513467 -0.440348069621222 4.68875161027205 2.67263230926249e-06 0.000680630361425514
"GBP7" "protein_coding" 388646 "ENSG00000213512" "ENSG00000213512.1" "GBP7" 1.88621889050646 3.07562508408646 4.66859575244169 2.91777306859174e-06 0.000728769934901338
"PRKX" "protein_coding" 5613 "ENSG00000183943" "ENSG00000183943.5" "PRKX" -1.20174344110984 2.2733692231059 -4.63880479518061 3.32028877564766e-06 0.000813658690907771
"THBS2" "protein_coding" 7058 "ENSG00000186340" "ENSG00000186340.14" "THBS2" -1.88757812093553 4.07305012343934 -4.62728529582041 3.49003643234077e-06 0.000839418392282257
"HHIPL1" "protein_coding" 84439 "ENSG00000182218" "ENSG00000182218.9" "HHIPL1" -1.22909610030258 0.505601708237216 -4.62110859835443 3.58427063790298e-06 0.000846409219001524
"COL3A1" "protein_coding" 1281 "ENSG00000168542" "ENSG00000168542.14" "COL3A1" -1.44854510424669 7.30046383940099 -4.56986261815477 4.46789394936914e-06 0.00103623226097154
"LUM" "protein_coding" 4060 "ENSG00000139329" "ENSG00000139329.4" "LUM" -2.46539474588668 3.51527877940794 -4.52163630701458 5.4939891096139e-06 0.00125185843080115
"RAB34" "protein_coding" 83871 "ENSG00000109113" "ENSG00000109113.19" "RAB34" -1.54946434015126 3.07812143082528 -4.50040897920591 6.0059628129742e-06 0.00134492146577429
"PTGIR" "protein_coding" 5739 "ENSG00000160013" "ENSG00000160013.8" "PTGIR" -1.33800844355967 0.781835131816711 -4.49135988941224 6.2404599047293e-06 0.00137374734309532
"SH3RF3" "protein_coding" 344558 "ENSG00000172985" "ENSG00000172985.10" "SH3RF3" -1.58625451473368 1.73933088103333 -4.48090345515976 6.52244454385656e-06 0.00141189182892682
"ABR" "protein_coding" 29 "ENSG00000159842" "ENSG00000159842.14" "ABR" -1.0340896326269 3.43814130458293 -4.45700109451546 7.2137006125408e-06 0.00153433539315251
"PRICKLE2" "protein_coding" 166336 "ENSG00000163637" "ENSG00000163637.12" "PRICKLE2" -1.48930349569414 1.13617053511605 -4.45338116045949 7.32436051551089e-06 0.00153433539315251
"COL1A1" "protein_coding" 1277 "ENSG00000108821" "ENSG00000108821.13" "COL1A1" -1.5311868721249 7.68169949439508 -4.44030916343397 7.73768060978794e-06 0.00159519040888771
"PALM" "protein_coding" 5064 "ENSG00000099864" "ENSG00000099864.17" "PALM" -1.35627885145939 3.08811535853254 -4.43319659458002 7.97187046302671e-06 0.00161779146209048
"TGFB3" "protein_coding" 7043 "ENSG00000119699" "ENSG00000119699.7" "TGFB3" -1.16639248057342 2.97426539291685 -4.39628669911674 9.30086452558543e-06 0.00185845582243544
"MGP" "protein_coding" 4256 "ENSG00000111341" "ENSG00000111341.9" "MGP" -1.48142935767667 4.49505515732409 -4.38805447779604 9.6250680141766e-06 0.00189409671769887
"TEAD4" "protein_coding" 7004 "ENSG00000197905" "ENSG00000197905.8" "TEAD4" -1.20275498343633 1.94394442184123 -4.38078187359733 9.92044958038303e-06 0.00192308655447783
"ADAMTSL2" "protein_coding" 9719 "ENSG00000197859" "ENSG00000197859.9" "ADAMTSL2" -1.870787744577 3.37032290294165 -4.36649452023198 1.0527182487246e-05 0.00199932884649236
"KCTD15" "protein_coding" 79047 "ENSG00000153885" "ENSG00000153885.14" "KCTD15" -1.31392447092289 2.73136496767933 -4.3643191205309 1.06216269177681e-05 0.00199932884649236
"MMP2" "protein_coding" 4313 "ENSG00000087245" "ENSG00000087245.12" "MMP2" -1.53880102671619 4.15410536529073 -4.35538436321325 1.10218847217331e-05 0.00204503198236957
"DBN1" "protein_coding" 1627 "ENSG00000113758" "ENSG00000113758.13" "DBN1" -1.21210946828039 4.06386178411535 -4.34328329162661 1.15870044736131e-05 0.00211960583244065
"CCDC3" "protein_coding" 83643 "ENSG00000151468" "ENSG00000151468.10" "CCDC3" -1.27014643814179 3.23664861727317 -4.33327551601454 1.20753121577312e-05 0.00217825214311963
"HOXB3" "protein_coding" 3213 "ENSG00000120093" "ENSG00000120093.11" "HOXB3" -1.19867233375262 0.783212287852631 -4.32228519362084 1.26342888689384e-05 0.00224786498396949
"RIMKLB" "protein_coding" 57494 "ENSG00000166532" "ENSG00000166532.15" "RIMKLB" -1.11779817578116 1.41451908904349 -4.31608502554417 1.29604958602678e-05 0.00226956702046644
"EFEMP1" "protein_coding" 2202 "ENSG00000115380" "ENSG00000115380.19" "EFEMP1" -2.32934952521768 3.11986843537426 -4.31362041481798 1.31057535059273e-05 0.00226956702046644
"P3H3" "protein_coding" 10536 "ENSG00000110811" "ENSG00000110811.19" "P3H3" -1.61999829740811 1.43866685509378 -4.2949004796811 1.41372970444935e-05 0.00241598965807739
"GPBAR1" "protein_coding" 151306 "ENSG00000179921" "ENSG00000179921.14" "GPBAR1" -1.43862568480156 -0.0185471329604813 -4.28654840376978 1.46285908999133e-05 0.00245375430256978
"COL14A1" "protein_coding" 7373 "ENSG00000187955" "ENSG00000187955.11" "COL14A1" -1.71483784091629 3.42779594179212 -4.2842725847352 1.47658003965472e-05 0.00245375430256978
"PDGFRB" "protein_coding" 5159 "ENSG00000113721" "ENSG00000113721.13" "PDGFRB" -0.960502802433265 5.73550142994596 -4.27948472133253 1.50569555091137e-05 0.00245375430256978
"KIAA1211L" "protein_coding" 343990 "ENSG00000196872" "ENSG00000196872.11" "KIAA1211L" -1.12705188647384 0.813485779297324 -4.27785396707842 1.51575496792892e-05 0.00245375430256978
"GABBR1" "protein_coding" 2550 "ENSG00000204681" "ENSG00000204681.10" "GABBR1" -1.39225751027109 1.21372573553732 -4.27536707043134 1.53122100510065e-05 0.00245375430256978
"TP53I11" "protein_coding" 9537 "ENSG00000175274" "ENSG00000175274.18" "TP53I11" -0.83997615203586 4.69464830420149 -4.27250842208994 1.54918272875518e-05 0.00245375430256978
"YBX3" "protein_coding" 8531 "ENSG00000060138" "ENSG00000060138.12" "YBX3" -1.17505667412778 4.3394964773118 -4.26924449617114 1.56993938136956e-05 0.00245667140785877
"IFITM10" "protein_coding" 402778 "ENSG00000244242" "ENSG00000244242.1" "IFITM10" -1.49223079193661 2.5976569790508 -4.26620251689007 1.58953019291291e-05 0.00245771644589915
"CCL21" "protein_coding" 6366 "ENSG00000137077" "ENSG00000137077.7" "CCL21" -3.11616050682902 1.97076473459885 -4.24910219153494 1.72001932473477e-05 0.00262818952819472
"COL5A1" "protein_coding" 1289 "ENSG00000130635" "ENSG00000130635.15" "COL5A1" -1.42143682102483 4.8194179228974 -4.23750176536578 1.78619683362166e-05 0.00269757261338117
"MXRA8" "protein_coding" 54587 "ENSG00000162576" "ENSG00000162576.16" "MXRA8" -1.29160598701456 3.11543792714775 -4.23026517798079 1.83934332619603e-05 0.00274590702536024
"SMARCD3" "protein_coding" 6604 "ENSG00000082014" "ENSG00000082014.16" "SMARCD3" -1.27903429502857 2.28375608702194 -4.2245365107951 1.88248757369697e-05 0.00277838052354276
"CRISPLD2" "protein_coding" 83716 "ENSG00000103196" "ENSG00000103196.11" "CRISPLD2" -1.37569581483411 3.17007746413804 -4.20992051899227 1.99699850114551e-05 0.00289498793940342
"B3GAT1" "protein_coding" 27087 "ENSG00000109956" "ENSG00000109956.12" "B3GAT1" -2.78933009942688 -0.371436128023946 -4.2078516040178 2.02419630602545e-05 0.00289498793940342
"ZIC1" "protein_coding" 7545 "ENSG00000152977" "ENSG00000152977.9" "ZIC1" 2.80640137209724 0.256942798851783 4.20739464393834 2.02836389348407e-05 0.00289498793940342
"NPDC1" "protein_coding" 56654 "ENSG00000107281" "ENSG00000107281.9" "NPDC1" -1.03799321202135 3.73122065328476 -4.19619137370008 2.11060513363903e-05 0.00297186919548441
"PRNP" "protein_coding" 5621 "ENSG00000171867" "ENSG00000171867.16" "PRNP" -1.11893402352527 4.97359442343716 -4.19415266402715 2.12799380335733e-05 0.00297186919548441
"METRNL" "protein_coding" 284207 "ENSG00000176845" "ENSG00000176845.12" "METRNL" -1.27137725229927 2.95781202480623 -4.18916431556338 2.17112071477652e-05 0.00299984211101249
"NPTXR" "protein_coding" 23467 "ENSG00000221890" "ENSG00000221890.3" "NPTXR" -2.11635025047933 0.750216846921244 -4.18193920662193 2.23642355287704e-05 0.00305754411629127
"HOXB2" "protein_coding" 3212 "ENSG00000173917" "ENSG00000173917.10" "HOXB2" -0.960150927801471 0.502068474935164 -4.1780625637533 2.2701198467476e-05 0.00307128297599561
"DENND3" "protein_coding" 22898 "ENSG00000105339" "ENSG00000105339.10" "DENND3" -0.89981250459409 2.68334197444594 -4.17071327440839 2.33801563025494e-05 0.0031305306191496
"SSC5D" "protein_coding" 284297 "ENSG00000179954" "ENSG00000179954.15" "SSC5D" -1.59304713273664 0.51482615512976 -4.16723755452835 2.37084107300847e-05 0.00314209018941163
"DACT3" "protein_coding" 147906 "ENSG00000197380" "ENSG00000197380.10" "DACT3" -1.34944886744966 0.238400612901101 -4.1610125617542 2.43061373676878e-05 0.00316772518309733
"BAIAP3" "protein_coding" 8938 "ENSG00000007516" "ENSG00000007516.13" "BAIAP3" 1.0099152320646 3.27424638135505 4.16015508084162 2.43896302979468e-05 0.00316772518309733
"TRPV4" "protein_coding" 59341 "ENSG00000111199" "ENSG00000111199.10" "TRPV4" -1.83641810270657 1.33714931695432 -4.15461667573712 2.49391622927251e-05 0.00317350362874761
"FAM109B" "protein_coding" 150368 "ENSG00000177096" "ENSG00000177096.8" "FAM109B" -1.23305041229777 1.22483081116096 -4.15416183773255 2.49810457313157e-05 0.00317350362874761
"ALDH1A3" "protein_coding" 220 "ENSG00000184254" "ENSG00000184254.16" "ALDH1A3" -1.70837416772008 0.0214831831981644 -4.15231766226907 2.51671445766095e-05 0.00317350362874761
"CLDN5" "protein_coding" 7122 "ENSG00000184113" "ENSG00000184113.9" "CLDN5" -1.29021003903453 3.67211711040339 -4.14700806108263 2.57049334281002e-05 0.00318809691290017
"PAGE4" "protein_coding" 9506 "ENSG00000101951" "ENSG00000101951.16" "PAGE4" 3.18366074228151 -1.8042342932949 4.14948751324581 2.57738047316383e-05 0.00318809691290017
"TUBB6" "protein_coding" 84617 "ENSG00000176014" "ENSG00000176014.12" "TUBB6" -1.04976806353665 3.48937510137205 -4.14133366631294 2.62933189183244e-05 0.00322167571803016
"GSTA2" "protein_coding" 2939 "ENSG00000244067" "ENSG00000244067.2" "GSTA2" 2.46457944036797 4.69494908437292 4.13649876503032 2.6873407123767e-05 0.00324284626350545
"PLAT" "protein_coding" 5327 "ENSG00000104368" "ENSG00000104368.17" "PLAT" -1.24757382081024 3.06924299933548 -4.13499824624156 2.69654601523397e-05 0.00324284626350545
"ITGA9" "protein_coding" 3680 "ENSG00000144668" "ENSG00000144668.11" "ITGA9" -1.11223008875725 2.95157217142686 -4.10891401665887 2.99096599498942e-05 0.0035639143433874
"PMP22" "protein_coding" 5376 "ENSG00000109099" "ENSG00000109099.14" "PMP22" -1.06275831927237 3.09315505165574 -4.09079032438516 3.21334036526995e-05 0.00379407860582964
"NLGN4X" "protein_coding" 57502 "ENSG00000146938" "ENSG00000146938.15" "NLGN4X" 1.90113889945653 0.170835430744603 4.08633930131732 3.27118985205043e-05 0.00382758682868748
"DPYSL3" "protein_coding" 1809 "ENSG00000113657" "ENSG00000113657.12" "DPYSL3" -1.22025818672409 3.3451934564909 -4.07058075500988 3.47989738137847e-05 0.00403543814190568
"OSBPL5" "protein_coding" 114879 "ENSG00000021762" "ENSG00000021762.19" "OSBPL5" -1.01919685025047 2.08959944875447 -4.05423009516499 3.71086018030151e-05 0.00426519044440319
"C3orf18" "protein_coding" 51161 "ENSG00000088543" "ENSG00000088543.14" "C3orf18" 0.835740286592245 2.45835480626016 4.05061865298549 3.76380902345741e-05 0.00427571390538145
"MYO10" "protein_coding" 4651 "ENSG00000145555" "ENSG00000145555.14" "MYO10" -1.28679585767521 2.97421876414358 -4.04912925675659 3.78585693808798e-05 0.00427571390538145
"TBXA2R" "protein_coding" 6915 "ENSG00000006638" "ENSG00000006638.11" "TBXA2R" -1.01512827139923 1.19165265035995 -4.04471705708025 3.85188813032736e-05 0.00431219523301557
"CBX6" "protein_coding" 23466 "ENSG00000183741" "ENSG00000183741.11" "CBX6" -1.19657018737119 3.96381165550578 -4.0425605213302 3.88456145875286e-05 0.00431219523301557
"ABCA3" "protein_coding" 21 "ENSG00000167972" "ENSG00000167972.13" "ABCA3" -1.35608494906243 2.52284149124713 -4.03858411004908 3.94550756134294e-05 0.0043427332378578
"DLL1" "protein_coding" 28514 "ENSG00000198719" "ENSG00000198719.8" "DLL1" -1.34515942788866 1.77684331412212 -4.03530127989189 3.99650201783432e-05 0.00434515122560979
"LRRC32" "protein_coding" 2615 "ENSG00000137507" "ENSG00000137507.11" "LRRC32" -1.02625802408091 4.32474574233699 -4.03414447041123 4.0146146217522e-05 0.00434515122560979
"EBF4" "protein_coding" 57593 "ENSG00000088881" "ENSG00000088881.20" "EBF4" -1.47032074940952 2.1145850299192 -4.02676187150338 4.13214297264959e-05 0.004407154621183
"CHST3" "protein_coding" 9469 "ENSG00000122863" "ENSG00000122863.5" "CHST3" -1.21591719449728 1.86300668076031 -4.02470831769302 4.16536505018134e-05 0.004407154621183
"APBA2" "protein_coding" 321 "ENSG00000034053" "ENSG00000034053.14" "APBA2" -1.66923464630631 -0.304479109813511 -4.02421313111499 4.17369894060293e-05 0.004407154621183
"WISP1" "protein_coding" 8840 "ENSG00000104415" "ENSG00000104415.14" "WISP1" -1.46290496881021 -0.0592480154552797 -4.02144721080917 4.21874210974223e-05 0.0044187921388171
"APLNR" "protein_coding" 187 "ENSG00000134817" "ENSG00000134817.10" "APLNR" -1.37339996515656 3.68369748363126 -4.01598832192998 4.30946705260556e-05 0.00447770864633928
"MFAP4" "protein_coding" 4239 "ENSG00000166482" "ENSG00000166482.11" "MFAP4" -2.42639855127653 2.03232130618859 -4.01276056542617 4.3774552659425e-05 0.00451174296829148
"CBFA2T3" "protein_coding" 863 "ENSG00000129993" "ENSG00000129993.14" "CBFA2T3" -1.28753134056645 0.97933992557914 -4.00821508284807 4.44189686741854e-05 0.00451174296829148
"ADAMTS2" "protein_coding" 9509 "ENSG00000087116" "ENSG00000087116.14" "ADAMTS2" -1.39003451440791 3.22029975839714 -4.00795333857976 4.44643594041661e-05 0.00451174296829148
"HAND2" "protein_coding" 9464 "ENSG00000164107" "ENSG00000164107.8" "HAND2" -2.31301295775862 -1.07041439180344 -4.00553931297424 4.49814904340831e-05 0.00452883409114629
"PODN" "protein_coding" 127435 "ENSG00000174348" "ENSG00000174348.13" "PODN" -1.9010324021912 1.74146686503857 -3.97218659127484 5.10999618963823e-05 0.00510527927007856
"FGGY" "protein_coding" 55277 "ENSG00000172456" "ENSG00000172456.17" "FGGY" 1.3390521441999 5.59878639372504 3.9658274854402 5.23503925498056e-05 0.00519028166745706
"ABCC11" "protein_coding" 85320 "ENSG00000121270" "ENSG00000121270.15" "ABCC11" 1.26659939944266 1.57749042209362 3.95784620014754 5.39872267047341e-05 0.00527498325652164
"ADAMTS15" "protein_coding" 170689 "ENSG00000166106" "ENSG00000166106.3" "ADAMTS15" -1.29971167846101 -0.11881581296573 -3.95770331789392 5.4016998238172e-05 0.00527498325652164
"GALNT16" "protein_coding" 57452 "ENSG00000100626" "ENSG00000100626.16" "GALNT16" -1.43913899881288 0.510736039491319 -3.95156507490229 5.53100258460534e-05 0.00536094489319807
"ZNF423" "protein_coding" 23090 "ENSG00000102935" "ENSG00000102935.11" "ZNF423" -1.18124057373063 0.387247096375996 -3.94631308306281 5.64387965937388e-05 0.00542983029747763
"ISLR" "protein_coding" 3671 "ENSG00000129009" "ENSG00000129009.12" "ISLR" -2.05662743965497 1.95293691818782 -3.94394106429578 5.70095901943479e-05 0.0054437579609156
"ENG" "protein_coding" 2022 "ENSG00000106991" "ENSG00000106991.13" "ENG" -0.905186450773066 6.05021831142119 -3.94182184578014 5.74218386699597e-05 0.0054437579609156
"LTBP4" "protein_coding" 8425 "ENSG00000090006" "ENSG00000090006.17" "LTBP4" -1.10224655965042 4.62213188822152 -3.93978743519266 5.78724730001898e-05 0.00544672231395989
"TIMP1" "protein_coding" 7076 "ENSG00000102265" "ENSG00000102265.11" "TIMP1" -1.4663054221943 7.28255947671078 -3.92682709569798 6.0824026126448e-05 0.00568234484097053
"MDFI" "protein_coding" 4188 "ENSG00000112559" "ENSG00000112559.13" "MDFI" -1.68963008430644 0.310924440090824 -3.92359057057274 6.15891893357662e-05 0.00568234484097053
"PTPN14" "protein_coding" 5784 "ENSG00000152104" "ENSG00000152104.11" "PTPN14" -1.06363113370835 3.03289764905455 -3.92313944050164 6.16885296101667e-05 0.00568234484097053
"TAL1" "protein_coding" 6886 "ENSG00000162367" "ENSG00000162367.11" "TAL1" -1.04540282020816 0.165085418973947 -3.92062529907605 6.22852036515769e-05 0.00569690299314564
"CREB3L1" "protein_coding" 90993 "ENSG00000157613" "ENSG00000157613.10" "CREB3L1" -1.84583117899888 1.17943922605551 -3.90790974068455 6.54110167972306e-05 0.00594096703610091
"C7" "protein_coding" 730 "ENSG00000112936" "ENSG00000112936.18" "C7" -2.38008697458391 4.01940927248506 -3.90049614335707 6.75019935309379e-05 0.00599693176216858
"LPAR1" "protein_coding" 1902 "ENSG00000198121" "ENSG00000198121.13" "LPAR1" -1.87360984108167 -0.723042646200296 -3.89898340032962 6.76821233511061e-05 0.00599693176216858
"CERCAM" "protein_coding" 51148 "ENSG00000167123" "ENSG00000167123.18" "CERCAM" -1.34412987828373 2.18370571407376 -3.89845741717576 6.77891479322672e-05 0.00599693176216858
"FBN1" "protein_coding" 2200 "ENSG00000166147" "ENSG00000166147.13" "FBN1" -1.15292087861747 4.17039576725807 -3.89812793495683 6.78741121834602e-05 0.00599693176216858
"TESC" "protein_coding" 54997 "ENSG00000088992" "ENSG00000088992.17" "TESC" -1.86514960042525 2.99839710612736 -3.89269523580207 6.93223076699553e-05 0.00608350089200932
